id,name,cuisine,price_per_person,rating,distance_km,location,opening_hours,tags,best_for,menu_highlights,review_summary,pros,cons,source
61,居竹·地道潮汕菜(仁恒梦中心),潮汕菜,94,4.6,0.19,龙城街道仁恒梦中心LGW-09-10A,11:00-14:30;17:00-21:30,"潮汕菜,仁恒梦中心,环境榜第1名,包厢,大桌,付费停车,代金券,团购","朋友聚餐,家庭聚餐,商务简餐","潮汕记忆招牌双人餐,品质四人餐",龙岗区潮汕菜环境榜第1名，离地铁近，适合家庭或朋友聚餐。,环境好;有包厢;有大桌;离地铁近,营业分时段,dianping_manual_20260615
62,秋田丘日风食集(仁恒梦中心店),日本料理,99,4.0,0.43,龙城街道仁恒梦中心商场LG层W03铺,11:00-14:00;17:00-21:30,"日本料理,仁恒梦中心,热门榜第1名,宝宝椅,可带宠物,可预订,付费停车,双人餐","约会,朋友小聚,日式料理","人气双人餐,超值双人套餐",仁恒梦中心日式料理热门榜第1名，可预订并支持带宠物。,可预订;可带宠物;有双人套餐,评分中等;营业分时段,dianping_manual_20260615
63,西塔老太太泥炉烤肉(龙岗仁恒梦中心店),融合烤肉,120,4.7,0.51,愉龙路仁恒梦中心外街L2层W07,11:00-22:00,"融合烤肉,仁恒梦中心,新店榜第1名,宝宝椅,工业风,付费停车,代金券,团购","朋友聚餐,约会,多人聚餐","橙凤吉祥2人餐,全牛烤肉双人餐",仁恒梦中心美食新店榜第1名，评分较高，适合烤肉聚餐。,评分高;工业风格;双人套餐折扣较大,人均较高,dianping_manual_20260615
64,客语客家菜(仁恒梦中心店),客家菜,81,4.6,0.42,龙平西路仁恒梦中心3层,11:00-21:00,"客家菜,粤菜,仁恒梦中心,好评榜第1名,包厢,大桌,付费停车,代金券,团购","朋友聚餐,家庭聚餐,商务简餐","广东非遗盐焗鸡双人餐,盐焗鸡四人餐",仁恒梦中心粤菜好评榜第1名，客家菜评分高，适合家庭和朋友聚餐。,评分高;有包厢;有大桌;营业连续,套餐折扣较小,dianping_manual_20260615
65,芸山季·云南山珍菌火锅(仁恒梦中心店),云南火锅,102,4.4,0.24,愉龙路仁恒梦中心L1层W02商铺,11:00-22:00,"云南火锅,菌菇,仁恒梦中心,好评榜第2名,包厢,大桌,付费停车,代金券,团购","朋友聚餐,家庭聚餐,多人聚餐","菌王见手青,山果维他命鲜萃茶",仁恒梦中心火锅好评榜第2名，离地铁较近，适合菌菇火锅聚餐。,有包厢;有大桌;食材评分较高;离地铁近,人均偏高,dianping_manual_20260615
66,啫两手·啫啫煲·小饭堂(仁恒梦中心店),粤菜馆,66,4.2,0.11,仁恒梦中心L3-12,11:00-14:00;17:00-21:30,"粤菜,啫啫煲,仁恒梦中心,回头客榜第2名,宝宝椅,可预订,无包厢,付费停车,工作餐,团购","快速午餐,朋友聚餐,工作日用餐","粤味拌饭炖汤2人套餐,粤味经典双人餐",仁恒梦中心粤菜回头客榜第2名，离地铁近，工作餐套餐价格友好。,离地铁很近;可预订;工作餐优惠,无包厢;营业分时段,dianping_manual_20260615
67,岐余食堂·中华料理(龙岗仁恒梦中心店),特色菜,67,4.0,0.42,仁恒梦中心L2W08外围3号,11:00-22:00,"特色菜,中华料理,仁恒梦中心,热门榜第1名,可预订,无包厢,付费停车,代金券,团购","独自用餐,朋友小聚,快速午餐","鳗鱼饭,暖心mini锅双人餐",龙岗区特色菜热门榜第1名，鳗鱼饭和双人小锅价格较友好。,可预订;营业连续;套餐折扣较大,无包厢;评分中等,dianping_manual_20260615
68,麵屋猪一(仁恒梦店),日本料理,49,4.0,0.48,龙平西路梦创广场梦中心L1层W08号商铺,11:30-15:30;17:00-22:00,"日本料理,拉面,仁恒梦中心,销量榜第2名,免费停车,可带宠物,无包厢,代金券,单人餐,双人餐","独自用餐,约会,朋友小聚","拉面爱好者单人餐,拉面双人餐",仁恒梦中心日式料理销量榜第2名，有单人和双人拉面套餐。,价格适中;免费停车;可带宠物;有单人餐,无包厢;营业分时段,dianping_manual_20260615
69,克茗冰室(仁恒梦中心店),茶餐厅,46,4.3,0.21,龙平西路与愉龙路交汇处仁恒梦中心B1层11号,10:00-22:00,"茶餐厅,仁恒梦中心,大桌,宝宝椅,付费停车,代金券,学生优惠,下午茶,团购","快速午餐,下午茶,朋友小聚,学生低预算","港味经典双人餐,超值双人下午茶",价格友好，提供学生优惠和下午茶套餐，适合学生与朋友小聚。,价格低;有大桌;学生优惠;下午茶套餐,无包厢信息,dianping_manual_20260615
70,鸟鹏烧鸟居酒屋(仁恒梦中心店),日本料理,110,4.6,0.37,仁恒梦中心L1层W11号商铺,11:00-14:00;17:00-次日03:00,"日本料理,烧鸟,居酒屋,仁恒梦中心,销量榜第1名,包厢,大桌,免费停车,夜宵,代金券,团购","朋友聚餐,约会,夜宵","日料烧烤双人晚餐,日式烧烤尝鲜双人餐",仁恒梦中心日式料理销量榜第1名，营业至凌晨，适合晚餐和夜宵。,有包厢;免费停车;营业到凌晨;食材评分高,人均偏高;营业分时段,dianping_manual_20260615
71,池奈·咖喱蛋包饭(深圳仁恒梦中心店),日本料理,40,4.0,0.43,龙平西路深圳仁恒梦中心B1-62号,10:30-21:00,"日本料理,咖喱,蛋包饭,仁恒梦中心,好评榜第3名,宝宝椅,无包厢,付费停车,代金券,一人食,团购","独自用餐,快速午餐,学生低预算","蛋包饭一人食,双人分享餐",价格较低，有蛋包饭一人食套餐，适合快速午餐和独自用餐。,价格低;一人食;营业连续;有团购,无包厢;评分中等,dianping_manual_20260615
72,大渔铁板烧(仁恒梦中心店),自助餐,224,3.7,0.47,龙平西路与愉龙路交汇处仁恒梦中心三楼L3-08,11:30-14:30;16:30-22:30,"自助餐,铁板烧,仁恒梦中心,包厢,宝宝椅,付费停车,代金券,工作日午市,团购","朋友聚餐,商务聚餐,自助餐","全天铁板烧自助餐,工作日午市自助餐",提供全天和工作日午市自助套餐，适合预算充足的聚餐。,有包厢;有工作日午市套餐;品类丰富,人均高;评分一般;营业分时段,dianping_manual_20260615
73,广府汤语·靓汤·早茶·小粤菜(仁恒梦店),粤式茶点,83,4.3,0.35,愉龙路仁恒梦中心2楼20号商铺,08:00-14:00;17:00-21:00,"粤式茶点,早茶,仁恒梦中心,销量榜第1名,包厢,大桌,宝宝椅,付费停车,工作日套餐,团购","早茶,家庭聚餐,朋友聚餐,工作日午餐","双人饭市套餐,工作日单人靓汤套餐",仁恒梦中心美食销量榜第1名，有工作日单人靓汤套餐，适合早茶和午餐。,有包厢;有大桌;早上营业;工作日套餐,营业分时段,dianping_manual_20260615
74,JPG coffee (深圳仁恒梦中心店),咖啡,24,4.3,0.41,仁恒梦中心LGW08一层JPGcoffee,08:00-21:30,"咖啡,仁恒梦中心,新店榜第1名,低预算","自习办公,咖啡聊天,独自用餐",咖啡饮品,龙岗区咖啡新店榜第1名，价格低，适合咖啡休息和简单办公。,价格低;营业时间长;评分较高,服务标签和套餐信息暂缺,dianping_manual_20260615
75,九街于记牛肉冒菜(深圳仁恒梦中心),快餐简餐,41,3.9,0.43,龙城街道龙平西路仁恒梦中心负1层33号,09:00-21:00,"冒菜,快餐,仁恒梦中心,销量榜第2名,宝宝椅,辣,代金券,单人餐,双人餐,团购","快速午餐,独自用餐,朋友小聚,学生低预算","豪华牛肉双人餐,川味牛肉冒菜单人餐",仁恒梦中心小吃快餐销量榜第2名，有低价单人冒菜套餐。,价格低;有单人餐;营业连续;团购折扣较大,口味偏辣;评分中等,dianping_manual_20260615
